,Year,Draw,Country,Artist,Song,Language,Place,Points
717,1995,17,Cyprus,Alexandros Panayi,Sti fotia (Στη φωτιά),Greek,9,79
718,1995,18,Sweden,Jan Johansen,Se på mej,Swedish,3,100
719,1995,19,Denmark,Aud Wilken,Fra Mols til Skagen,Danish,5,92
720,1995,20,Slovenia,Darja Švajger,Prisluhni mi,Slovene,7,84
721,1995,21,Israel,Liora,Amen (אמן),Hebrew,8,81
722,1995,22,Malta,Mike Spiteri,Keep Me in Mind,English,10,76
723,1995,23,Greece,Elina Konstantopoulou,Pia prosefhi (Ποιά προσευχή),Greek,12,68
724,1996,01,Turkey,Şebnem Paker,Beşinci Mevsim,Turkish,12,57
725,1996,02,United Kingdom,Gina G,Ooh Aah... Just a Little Bit,English,8,77
726,1996,03,Spain,Antonio Carbonell,"¡Ay, qué deseo!",Spanish,20,17
727,1996,04,Portugal,Lúcia Moniz,O meu coração não tem cor,Portuguese,6,92
728,1996,05,Cyprus,Constantinos,Mono gia mas (Μόνο για μας),Greek,9,72
729,1996,06,Malta,Miriam Christine,In a Woman's Heart,English,10,68
730,1996,07,Croatia,Maja Blagdan,Sveta ljubav,Croatian,4,98
731,1996,08,Austria,George Nussbaumer,Weil's dr guat got,Vorarlbergish,10,68
732,1996,09,Switzerland,Kathy Leander,Mon cœur l'aime,French,16,22
733,1996,10,Greece,Marianna Efstratiou,Emis forame to himona anixiatika(Εμείς φοράμε το χειμώνα ανοιξιάτικα),Greek,14,36
734,1996,11,Estonia,Maarja-Liis Ilus and Ivo Linna,Kaelakee hääl,Estonian,5,94
735,1996,12,Norway,Elisabeth Andreassen,I evighet,Norwegian,2,114
736,1996,13,France,Dan Ar Braz and l'Héritage des Celtes,Diwanit bugale,Breton,19,18
737,1996,14,Slovenia,Regina,Dan najlepših sanj,Slovene,21,16
738,1996,15,Netherlands,Maxine and Franklin Brown,De eerste keer,Dutch,7,78
739,1996,16,Belgium,Lisa del Bo,Liefde is een kaartspel,Dutch,16,22
740,1996,17,Ireland,Eimear Quinn,The Voice,English,1,162
741,1996,18,Finland,Jasmine,Niin kaunis on taivas,Finnish,23,9
742,1996,19,Iceland,Anna Mjöll,Sjúbídú,Icelandic,13,51
743,1996,20,Poland,Kasia Kowalska,Chcę znać swój grzech...,Polish,15,31
744,1996,21,Bosnia and Herzegovina,Amila Glamočak,Za našu ljubav,Bosnian,22,13
745,1996,22,Slovakia,Marcel Palonder,Kým nás máš,Slovak,18,19
746,1996,23,Sweden,One More Time,Den vilda,Swedish,3,100
747,1997,01,Cyprus,Hara and Andreas Konstantinou,Mana mou (Μάνα μου),Greek,5,98
748,1997,02,Turkey,Şebnem Paker and Grup Ethnic,Dinle,Turkish,3,121
749,1997,03,Norway,Tor Endresen,San Francisco,Norwegian,24,0
750,1997,04,Austria,Bettina Soriat,One Step,German,21,12
751,1997,05,Ireland,Marc Roberts,Mysterious Woman,English,2,157
752,1997,06,Slovenia,Tanja Ribič,Zbudi se,Slovene,10,60
753,1997,07,Switzerland,Barbara Berta,Dentro di me,Italian,22,5
754,1997,08,Netherlands,Mrs. Einstein,Niemand heeft nog tijd,Dutch,22,5
755,1997,09,Italy,Jalisse,Fiumi di parole,Italian,4,114
756,1997,10,Spain,Marcos Llunas,Sin rencor,Spanish,6,96
757,1997,11,Germany,Bianca Shomburg,Zeit,German,18,22
758,1997,12,Poland,Anna Maria Jopek,Ale jestem,Polish,11,54
759,1997,13,Estonia,Maarja-Liis Ilus,Keelatud maa,Estonian,8,82
760,1997,14,Bosnia and Herzegovina,Alma Čardžić,Goodbye,Bosnian,18,22
761,1997,15,Portugal,Célia Lawson,Antes do adeus,Portuguese,24,0
762,1997,16,Sweden,Blond,Bara hon älskar mig,Swedish,14,36
763,1997,17,Greece,Marianna Zorba,Horepse (Χόρεψε),Greek,12,39
764,1997,18,Malta,Debbie Scerri,Let Me Fly,English,9,66
765,1997,19,Hungary,V.I.P.,"Miért kell, hogy elmenj?",Hungarian,12,39
766,1997,20,Russia,Alla Pugacheva,Primadonna (Примадонна),Russian,15,33
767,1997,21,Denmark,Kølig Kaj,Stemmen i mit liv,Danish,16,25
768,1997,22,France,Fanny,Sentiments songes,French,7,95
769,1997,23,Croatia,E.N.I.,Probudi me,Croatian,17,24
770,1997,24,United Kingdom,Katrina and the Waves,Love Shine a Light,English,1,227
771,1997,25,Iceland,Paul Oscar,Minn hinsti dans,Icelandic,20,18
772,1998,01,Croatia,Danijela,Neka mi ne svane,Croatian,5,131
773,1998,02,Greece,Thalassa,Mia krifi evaisthisia (Μια κρυφή ευαισθησία),Greek,20,12
774,1998,03,France,Marie Line,Où aller,French,24,3
775,1998,04,Spain,Mikel Herzog,¿Qué voy a hacer sin ti?,Spanish,16,21
776,1998,05,Switzerland,Gunvor,Lass ihn,German,25,0
777,1998,06,Slovakia,Katarína Hasprová,Modlitba,Slovak,21,8
778,1998,07,Poland,Sixteen,To takie proste,Polish,17,19
779,1998,08,Israel,Dana International,Diva (דיווה),Hebrew,1,172
780,1998,09,Germany,Guildo Horn,Guildo hat euch lieb!,German,7,86
781,1998,10,Malta,Chiara,The One That I Love,English,3,165
782,1998,11,Hungary,Charlie,A holnap már nem lesz szomorú,Hungarian,23,4
783,1998,12,Slovenia,Vili Resnik,Naj bogovi slišijo,Slovene,18,17
784,1998,13,Ireland,Dawn Martin,Is Always Over Now?,English,9,64
785,1998,14,Portugal,Alma Lusa,Se eu te pudesse abraçar,Portuguese,12,36
786,1998,15,Romania,Mălina Olinescu,Eu cred,Romanian,22,6
787,1998,16,United Kingdom,Imaani,Where Are You?,English,2,166
788,1998,17,Cyprus,Michael Hajiyanni,Genesis (Γένεσις),Greek,11,37
789,1998,18,Netherlands,Edsilia,Hemel en aarde,Dutch,4,150
790,1998,19,Sweden,Jill Johnson,Kärleken är,Swedish,10,53
791,1998,20,Belgium,Mélanie Cohl,Dis oui,French,6,122
792,1998,21,Finland,Edea,Aava,Finnish,15,22
793,1998,22,Norway,Lars A. Fredriksen,Alltid sommer,Norwegian,8,79
794,1998,23,Estonia,Koit Toome,Mere lapsed,Estonian,12,36
795,1998,24,Turkey,Tüzmen,Unutamazsın,Turkish,14,25
796,1998,25,Macedonia,Vlado Janevski,"Ne zori, zoro (Не зори, зоро)",Macedonian,19,16
797,1999,01,Lithuania,Aistė,Strazdas,Samogitian,20,13
798,1999,02,Belgium,Vanessa Chinitor,Like the Wind,English,12,38
799,1999,03,Spain,Lydia,No quiero escuchar,Spanish,23,1
800,1999,04,Croatia,Doris Dragović,Marija Magdalena,Croatian,4,118
801,1999,05,United Kingdom,Precious,Say It Again,English,12,38
802,1999,06,Slovenia,Darja Švajger,For a Thousand Years,English,11,50
803,1999,07,Turkey,Tuba Önal and Grup Mistik,Dön Artık,Turkish,16,21
804,1999,08,Norway,Stig Van Eijk,Living My Life Without You,English,14,35
805,1999,09,Denmark,Trine Jepsen and Michael Teschl,This Time I Mean It,English,8,71
806,1999,10,France,Nayah,Je veux donner ma voix,French,19,14
807,1999,11,Netherlands,Marlayne,One Good Reason,English,8,71
808,1999,12,Poland,Mietek Szcześniak,Przytul mnie mocno,Polish,18,17
809,1999,13,Iceland,Selma,All Out of Luck,English,2,146
810,1999,14,Cyprus,Marlain,Tha'nai erotas (Θα'ναι έρωτας),Greek,22,2
811,1999,15,Sweden,Charlotte Nilsson,Take Me to Your Heaven,English,1,163
812,1999,16,Portugal,Rui Bandeira,Como tudo começou,Portuguese,21,12
813,1999,17,Ireland,The Mullans,When You Need Me,English,17,18
814,1999,18,Austria,Bobbie Singer,Reflection,English,10,65
815,1999,19,Israel,Eden,Yom Huledet (Happy Birthday) (יום הולדת),"English, Hebrew",5,93
816,1999,20,Malta,Times Three,Believe 'n Peace,English,15,32
817,1999,21,Germany,Sürpriz,Reise nach Jerusalem – Kudüs'e Seyahat,"German, Turkish, English",3,140
818,1999,22,Bosnia and Herzegovina,Dino and Béatrice,Putnici,"Bosnian, French",7,86
819,1999,23,Estonia,Evelin Samuel and Camille,Diamond of Night,English,6,90
820,2000,01,Israel,PingPong,Sameach (שמח),Hebrew,22,7
821,2000,02,Netherlands,Linda Wagenmakers,No Goodbyes,English,13,40
822,2000,03,United Kingdom,Nicki French,Don't Play That Song Again,English,16,28
823,2000,04,Estonia,Ines,Once in a Lifetime,English,4,98
824,2000,05,France,Sofia Mestari,On aura le ciel,French,23,5
825,2000,06,Romania,Taxi,The Moon,English,17,25
826,2000,07,Malta,Claudette Pace,Desire,English,8,73
827,2000,08,Norway,Charmed,My Heart Goes Boom,English,11,57
828,2000,09,Russia,Alsou,Solo,English,2,155
829,2000,10,Belgium,Nathalie Sorce,Envie de vivre,French,24,2
830,2000,11,Cyprus,Voice,Nomiza (Νόμιζα),"Greek, Italian",21,8
831,2000,12,Iceland,August and Telma,Tell Me!,English,12,45
832,2000,13,Spain,Serafín Zubiri,Colgado de un sueño,Spanish,18,18
833,2000,14,Denmark,Olsen Brothers,Fly on the Wings of Love,English,1,195
834,2000,15,Germany,Stefan Raab,Wadde hadde dudde da?,"German, English",5,96
835,2000,16,Switzerland,Jane Bogaert,La vita cos'è?,Italian,20,14
836,2000,17,Croatia,Goran Karan,Kad zaspu anđeli,Croatian,9,70
837,2000,18,Sweden,Roger Pontare,When Spirits Are Calling My Name,English,7,88
838,2000,19,Macedonia,XXL,100% te ljubam (100% те љубам),"Macedonian, English",15,29
839,2000,20,Finland,Nina Åström,A Little Bit,English,18,18
840,2000,21,Latvia,Brainstorm,My Star,English,3,136
841,2000,22,Turkey,Pınar Ayhan and the SOS,Yorgunum Anla,"Turkish, English",10,59
842,2000,23,Ireland,Eamonn Toal,Millennium of Love,English,6,92
843,2000,24,Austria,The Rounder Girls,All to You,English,14,34
844,2001,01,Netherlands,Michelle,Out on My Own,English,18,16
845,2001,02,Iceland,Two Tricky,Angel,English,22,3
846,2001,03,Bosnia and Herzegovina,Nino,Hano,"Bosnian, English",14,29
847,2001,04,Norway,Haldor Lægreid,On My Own,English,22,3
848,2001,05,Israel,Tal Sondak,Ein Davar (אין דבר),Hebrew,16,25
849,2001,06,Russia,Mumiy Troll,Lady Alpine Blue,English,12,37
850,2001,07,Sweden,Friends,Listen to Your Heartbeat,English,5,100
851,2001,08,Lithuania,Skamp,You Got Style,"English, Lithuanian",13,35
852,2001,09,Latvia,Arnis Mednis,Too Much,English,18,16
853,2001,10,Croatia,Vanna,Strings of My Heart,English,10,42
854,2001,11,Portugal,MTM,Só sei ser feliz assim,Portuguese,17,18
855,2001,12,Ireland,Gary O'Shaughnessy,Without Your Love,English,21,6
856,2001,13,Spain,David Civera,Dile que la quiero,Spanish,6,76
857,2001,14,France,Natasha St-Pier,Je n'ai que mon âme,"French, English",4,142
858,2001,15,Turkey,Sedat Yüce,Sevgiliye Son,"Turkish, English",11,41
859,2001,16,United Kingdom,Lindsay Dracass,No Dream Impossible,English,15,28
860,2001,17,Slovenia,Nuša Derenda,Energy,English,7,70
861,2001,18,Poland,Piasek,2 Long,English,20,11
862,2001,19,Germany,Michelle,Wer Liebe lebt,"German, English",8,66
863,2001,20,Estonia,"Tanel Padar, Dave Benton and 2XL",Everybody,English,1,198
864,2001,21,Malta,Fabrizio Faniello,Another Summer Night,English,9,48
865,2001,22,Greece,Antique,Die for You,"Greek, English",3,147
866,2001,23,Denmark,Rollo and King,Never Ever Let You Go,English,2,177
867,2002,01,Cyprus,One,Gimme,English,6,85
868,2002,02,United Kingdom,Jessica Garlick,Come Back,English,3,111
869,2002,03,Austria,Manuel Ortega,Say a Word,English,18,26
870,2002,04,Greece,Michalis Rakintzis,S.A.G.A.P.O.,English,17,27
871,2002,05,Spain,Rosa,Europe's Living a Celebration,Spanish,7,81
872,2002,06,Croatia,Vesna Pisarović,Everything I Want,English,11,44
873,2002,07,Russia,Prime Minister,Northern Girl,English,10,55
874,2002,08,Estonia,Sahlene,Runaway,English,3,111
875,2002,09,Macedonia,Karolina,Od nas zavisi (Од нас зависи),Macedonian,19,25
876,2002,10,Israel,Sarit Hadad,Light a Candle,"Hebrew, English",12,37
877,2002,11,Switzerland,Francine Jordi,Dans le jardin de mon âme,French,22,15
878,2002,12,Sweden,Afro-dite,Never Let It Go,English,8,72
879,2002,13,Finland,Laura,Addicted to You,English,20,24
880,2002,14,Denmark,Malene Mortensen,Tell Me Who You Are,English,24,7
881,2002,15,Bosnia and Herzegovina,Maja,Na jastuku za dvoje (На јастуку за двоје),"Serbian, English",13,33
882,2002,16,Belgium,Sergio and the Ladies,Sister,English,13,33
883,2002,17,France,Sandrine François,Il faut du temps,French,5,104
884,2002,18,Germany,Corinna May,I Can't Live Without Music,English,21,17
885,2002,19,Turkey,Buket Bengisu and Group Safir,Leylaklar Soldu Kalbinde,"Turkish, English",16,29
886,2002,20,Malta,Ira Losco,7th Wonder,English,2,164
887,2002,21,Romania,Monica Anghel and Marcel Pavel,Tell Me Why,English,9,71
888,2002,22,Slovenia,Sestre,Samo ljubezen,Slovene,13,33
889,2002,23,Latvia,Marie N,I Wanna,English,1,176
890,2002,24,Lithuania,Aivaras,Happy You,English,23,12
891,2003,01,Iceland,Birgitta,Open Your Heart,English,8,81
892,2003,02,Austria,Alf Poier,Weil der Mensch zählt,German,6,101
893,2003,03,Ireland,Mickey Harte,We've Got the World,English,11,53
894,2003,04,Turkey,Sertab Erener,Everyway That I Can,English,1,167
895,2003,05,Malta,Lynn Chircop,To Dream Again,English,25,4
896,2003,06,Bosnia and Herzegovina,Mija Martina,Ne brini,"Croatian, English",16,27
897,2003,07,Portugal,Rita Guerra,Deixa-me sonhar,"Portuguese, English",22,13
898,2003,08,Croatia,Claudia Beni,Više nisam tvoja,"Croatian, English",15,29
899,2003,09,Cyprus,Stelios Constantas,Feeling Alive,English,20,15
900,2003,10,Germany,Lou,Let's Get Happy,English,11,53
901,2003,11,Russia,t.A.T.u.,"Ne ver', ne boysia (Не верь, не бойся)",Russian,3,164
902,2003,12,Spain,Beth,Dime,Spanish,8,81
903,2003,13,Israel,Lior Narkis,Words for Love,Hebrew,19,17
904,2003,14,Netherlands,Esther Hart,One More Night,English,13,45
905,2003,15,United Kingdom,Jemini,Cry Baby,English,26,0
906,2003,16,Ukraine,Olexandr,Hasta la vista,English,14,30
907,2003,17,Greece,Mando,Never Let You Go,English,17,25
908,2003,18,Norway,Jostein Hasselgård,I'm Not Afraid to Move On,English,4,123
909,2003,19,France,Louisa Baïleche,Monts et merveilles,French,18,19
910,2003,20,Poland,Ich Troje,Keine Grenzen – Żadnych granic,"German, Polish, Russian",7,90
911,2003,21,Latvia,F.L.Y.,Hello from Mars,English,24,5
912,2003,22,Belgium,Urban Trad,Sanomi,Imaginary,2,165
913,2003,23,Estonia,Ruffus,Eighties Coming Back,English,21,14
914,2003,24,Romania,Nicola,Don't Break My Heart,English,10,73
915,2003,25,Sweden,Fame,Give Me Your Love,English,5,107
916,2003,26,Slovenia,Karmen,Nanana,English,23,7
917,2004,01,Spain,Ramón,Para llenarme de ti,Spanish,10,87
918,2004,02,Austria,Tie Break,Du bist,German,21,9
919,2004,03,Norway,Knut Anders Sørum,High,English,24,3
920,2004,04,France,Jonatan Cerrada,À chaque pas,"French, Spanish",15,40
921,2004,05,Serbia and Montenegro,Željko Joksimović and Ad-Hoc Orchestra,Lane moje (Лане моје),Serbian,2,263
922,2004,06,Malta,Julie and Ludwig,On Again... Off Again,English,12,50
923,2004,07,Netherlands,Re-Union,Without You,English,20,11
924,2004,08,Germany,Max,Can't Wait Until Tonight,"English, Turkish",8,93
925,2004,09,Albania,Anjeza Shahini,The Image of You,English,7,106
926,2004,10,Ukraine,Ruslana,Wild Dances,"English, Ukrainian",1,280
927,2004,11,Croatia,Ivan Mikulić,You Are the Only One,English,12,50
928,2004,12,Bosnia and Herzegovina,Deen,In the Disco,English,9,91
929,2004,13,Belgium,Xandee,1 Life,English,22,7
930,2004,14,Russia,Julia Savicheva,Believe Me,English,11,67
931,2004,15,Macedonia,Toše Proeski,Life,English,14,47
932,2004,16,Greece,Sakis Rouvas,Shake It,English,3,252
933,2004,17,Iceland,Jónsi,Heaven,English,19,16
934,2004,18,Ireland,Chris Doran,If My World Stopped Turning,English,22,7
935,2004,19,Poland,Blue Café,Love Song,"English, Spanish",17,27
936,2004,20,United Kingdom,James Fox,Hold On to Our Love,English,16,29
937,2004,21,Cyprus,Lisa Andreas,Stronger Every Minute,English,5,170
938,2004,22,Turkey,Athena,For Real,English,4,195
939,2004,23,Romania,Sanda,I Admit,English,18,18
940,2004,24,Sweden,Lena Philipsson,It Hurts,English,5,170
941,2005,01,Hungary,Nox,"Forogj, világ",Hungarian,12,97
942,2005,02,United Kingdom,Javine,Touch My Fire,English,22,18
943,2005,03,Malta,Chiara,Angel,English,2,192
944,2005,04,Romania,Luminița Anghel and Sistem,Let Me Try,English,3,158
945,2005,05,Norway,Wig Wam,In My Dreams,English,9,125
946,2005,06,Turkey,Gülseren,Rimi Rimi Ley,Turkish,13,92
947,2005,07,Moldova,Zdob și Zdub,Boonika bate toba,"English, Romanian",6,148
948,2005,08,Albania,Ledina Çelo,Tomorrow I Go,English,16,53
949,2005,09,Cyprus,Constantinos Christoforou,Ela Ela,English,18,46
950,2005,10,Spain,Son de Sol,Brujería,Spanish,21,28
951,2005,11,Israel,Shiri Maimon,HaSheket SheNish'ar (השקט שנשאר),"Hebrew, English",4,154
952,2005,12,Serbia and Montenegro,No Name,Zauvijek moja (Заувијек моја),Montenegrin,7,137
953,2005,13,Denmark,Jakob Sveistrup,Talking to You,English,9,125
954,2005,14,Sweden,Martin Stenmarck,Las Vegas,English,19,30
955,2005,15,Macedonia,Martin Vučić,Make My Day,English,17,52
956,2005,16,Ukraine,GreenJolly,Razom nas bahato (Разом нас багато),"Ukrainian, English",19,30
957,2005,17,Germany,Gracia,Run and Hide,English,24,4
958,2005,18,Croatia,Boris Novković feat. Lado members,Vukovi umiru sami,Croatian,11,115
959,2005,19,Greece,Helena Paparizou,My Number One,English,1,230
960,2005,20,Russia,Natalia Podolskaya,Nobody Hurt No One,English,15,57
961,2005,21,Bosnia and Herzegovina,Feminnem,Call Me,English,14,79
962,2005,22,Switzerland,Vanilla Ninja,Cool Vibes,English,8,128
963,2005,23,Latvia,Walters and Kazha,The War Is Not Over,English,5,153
964,2005,24,France,Ortal,Chacun pense à soi,French,23,11
965,2006,01,Switzerland,six4one,If We All Give a Little,English,16,30
966,2006,02,Moldova,Arsenium feat. Natalia Gordienko and Connect-R,Loca,English,20,22
967,2006,03,Israel,Eddie Butler,Together We Are One,"Hebrew, English",23,4
968,2006,04,Latvia,Vocal Group Cosmos,I Hear Your Heart,English,16,30
969,2006,05,Norway,Christine Guldbrandsen,Alvedansen,Norwegian,14,36
970,2006,06,Spain,Las Ketchup,Bloody Mary,Spanish,21,18
971,2006,07,Malta,Fabrizio Faniello,I Do,English,24,1
972,2006,08,Germany,Texas Lightning,No No Never,English,14,36
973,2006,09,Denmark,Sidsel Ben Semmane,Twist of Love,English,18,26
974,2006,10,Russia,Dima Bilan,Never Let You Go,English,2,248
975,2006,11,Macedonia,Elena Risteska,Ninanajna (Нинанајна),"English, Macedonian",12,56
976,2006,12,Romania,Mihai Trăistariu,Tornerò,"English, Italian",4,172
977,2006,13,Bosnia and Herzegovina,Hari Mata Hari,Lejla,Bosnian,3,229
978,2006,14,Lithuania,LT United,We Are the Winners,English,6,162
979,2006,15,United Kingdom,Daz Sampson,Teenage Life,English,19,25
980,2006,16,Greece,Anna Vissi,Everything,English,9,128
981,2006,17,Finland,Lordi,Hard Rock Hallelujah,English,1,292
982,2006,18,Ukraine,Tina Karol,Show Me Your Love,English,7,145
983,2006,19,France,Virginie Pouchain,Il était temps,French,22,5
984,2006,20,Croatia,Severina,Moja štikla,Croatian,12,56
985,2006,21,Ireland,Brian Kennedy,Every Song Is a Cry for Love,English,10,93
986,2006,22,Sweden,Carola,Invincible,English,5,170
987,2006,23,Turkey,Sibel Tüzün,Süper Star,"Turkish, English",11,91
988,2006,24,Armenia,André,Without Your Love,English,8,129
989,2007,01,Bosnia and Herzegovina,Marija Šestić,Rijeka bez imena (Ријека без имена),Serbian,11,106
990,2007,02,Spain,D'Nash,I Love You Mi Vida,Spanish,20,43
991,2007,03,Belarus,Koldun,Work Your Magic,English,6,145
992,2007,04,Ireland,Dervish,They Can't Stop the Spring,English,24,5
993,2007,05,Finland,Hanna Pakarinen,Leave Me Alone,English,17,53
994,2007,06,Macedonia,Karolina,Mojot svet (Мојот свет),"Macedonian, English",14,73
995,2007,07,Slovenia,Alenka Gotar,Cvet z juga,Slovene,15,66
996,2007,08,Hungary,Magdi Rúzsa,Unsubstantial Blues,English,9,128
997,2007,09,Lithuania,4Fun,Love or Leave,English,21,28
998,2007,10,Greece,Sarbel,Yassou Maria (Γεια σου Μαρία),English,7,139
999,2007,11,Georgia,Sopho,Visionary Dream,English,12,97
1000,2007,12,Sweden,The Ark,The Worrying Kind,English,18,51
1001,2007,13,France,Les Fatals Picards,L'amour à la française,"French, English (""Franglais"")",22,19
1002,2007,14,Latvia,Bonaparti.lv,Questa notte,Italian,16,54
1003,2007,15,Russia,Serebro,Song #1,English,3,207
1004,2007,16,Germany,Roger Cicero,Frauen regier'n die Welt,"German, English",19,49
1005,2007,17,Serbia,Marija Šerifović,Molitva (Молитва),Serbian,1,268
1006,2007,18,Ukraine,Verka Serduchka,Dancing Lasha Tumbai,"German, English, Surzhyk",2,235
1007,2007,19,United Kingdom,Scooch,Flying the Flag (For You),English,22,19
1008,2007,20,Romania,Todomondo,"Liubi, Liubi, I Love You (Люби, Люби, I Love You)","English, Italian, Spanish, Russian, French, Romanian",13,84
1009,2007,21,Bulgaria,Elitsa Todorova and Stoyan Yankoulov,Water,Bulgarian,5,157
1010,2007,22,Turkey,Kenan Doğulu,Shake It Up Şekerim,English,4,163
1011,2007,23,Armenia,Hayko,Anytime You Need,"English, Armenian",8,138
1012,2007,24,Moldova,Natalia Barbu,Fight,English,10,109
1013,2008,01,Romania,Nico and Vlad,Pe-o margine de lume,"Romanian, Italian",20,45
1014,2008,02,United Kingdom,Andy Abraham,Even If,English,25,14
1015,2008,03,Albania,Olta Boka,Zemrën e lamë peng,Albanian,17,55
1016,2008,04,Germany,No Angels,Disappear,English,23,14
1017,2008,05,Armenia,Sirusho,"Qélé, Qélé (Քելե Քելե)","English, Armenian",4,199
1018,2008,06,Bosnia and Herzegovina,Laka,Pokušaj,Bosnian,10,110
1019,2008,07,Israel,Boaz,The Fire in Your Eyes,Hebrew,9,124
1020,2008,08,Finland,Teräsbetoni,Missä miehet ratsastaa,Finnish,22,35
1021,2008,09,Croatia,Kraljevi ulice and 75 Cents,Romanca,Croatian,21,44
1022,2008,10,Poland,Isis Gee,For Life,English,24,14
1023,2008,11,Iceland,Euroband,This Is My Life,English,14,64
1024,2008,12,Turkey,Mor ve Ötesi,Deli,Turkish,7,138
1025,2008,13,Portugal,Vânia Fernandes,Senhora do mar (Negras águas),Portuguese,13,69
1026,2008,14,Latvia,Pirates of the Sea,Wolves of the Sea,English,12,83
1027,2008,15,Sweden,Charlotte Perrelli,Hero,English,18,47
1028,2008,16,Denmark,Simon Mathew,All Night Long,English,15,60
1029,2008,17,Georgia,Diana Gurtskaya,Peace Will Come,English,11,83
1030,2008,18,Ukraine,Ani Lorak,Shady Lady,English,2,230
1031,2008,19,France,Sébastien Tellier,Divine,English,19,47
1032,2008,20,Azerbaijan,Elnur and Samir,Day After Day,English,8,132
1033,2008,21,Greece,Kalomira,Secret Combination,English,3,218
1034,2008,22,Spain,Rodolfo Chikilicuatre,Baila el Chiki Chiki,"Spanish, English",16,55
1035,2008,23,Serbia,Jelena Tomašević feat. Bora Dugić,Oro (Оро),Serbian,6,160
1036,2008,24,Russia,Dima Bilan,Believe,English,1,272
1037,2008,25,Norway,Maria,Hold On Be Strong,English,5,182
1038,2009,01,Lithuania,Sasha Son,Love,"English, Russian",23,23
1039,2009,02,Israel,Noa and Mira Awad,There Must Be Another Way,"English, Hebrew, Arabic",16,53
1040,2009,03,France,Patricia Kaas,Et s'il fallait le faire,French,8,107
1041,2009,04,Sweden,Malena Ernman,La voix,"English, French",21,33
1042,2009,05,Croatia,Igor Cukrov feat. Andrea,Lijepa Tena,Croatian,18,45
1043,2009,06,Portugal,Flor-de-Lis,Todas as ruas do amor,Portuguese,15,57
1044,2009,07,Iceland,Yohanna,Is It True?,English,2,218
1045,2009,08,Greece,Sakis Rouvas,This Is Our Night,English,7,120
1046,2009,09,Armenia,Inga and Anush,Jan Jan (Ջան Ջան),"English, Armenian",10,92
1047,2009,10,Russia,Anastasia Prikhodko,Mamo (Мамо),"Russian, Ukrainian",11,91
1048,2009,11,Azerbaijan,AySel and Arash,Always,English,3,207
1049,2009,12,Bosnia and Herzegovina,Regina,Bistra voda,Bosnian,9,106
1050,2009,13,Moldova,Nelly Ciobanu,Hora din Moldova,"Romanian, English",14,69
1051,2009,14,Malta,Chiara,What If We,English,22,31
1052,2009,15,Estonia,Urban Symphony,Rändajad,Estonian,6,129
1053,2009,16,Denmark,Brinck,Believe Again,English,13,74
1054,2009,17,Germany,Alex Swings Oscar Sings!,Miss Kiss Kiss Bang,English,20,35
1055,2009,18,Turkey,Hadise,Düm Tek Tek,"English, Turkish",4,177
1056,2009,19,Albania,Kejsi Tola,Carry Me in Your Dreams,English,17,48
1057,2009,20,Norway,Alexander Rybak,Fairytale,English,1,387
1058,2009,21,Ukraine,Svetlana Loboda,Be My Valentine! (Anti-Crisis Girl),English,12,76
1059,2009,22,Romania,Elena,The Balkan Girls,English,19,40
1060,2009,23,United Kingdom,Jade Ewen,It's My Time,English,5,173
1061,2009,24,Finland,Waldo's People,Lose Control,English,25,22
1062,2009,25,Spain,Soraya Arnelas,La noche es para mí,"Spanish, English",24,23
1063,2010,01,Azerbaijan,Safura,Drip Drop,English,5,145
1064,2010,02,Spain,Daniel Diges,Algo pequeñito,Spanish,15,68
1065,2010,03,Norway,Didrik Solli-Tangen,My Heart Is Yours,English,20,35
1066,2010,04,Moldova,SunStroke Project and Olia Tira,Run Away,English,22,27
1067,2010,05,Cyprus,Jon Lilygreen and the Islanders,Life Looks Better in Spring,English,21,27
1068,2010,06,Bosnia and Herzegovina,Vukašin Brajić,Thunder and Lightning,English,17,51
1069,2010,07,Belgium,Tom Dice,Me and My Guitar,English,6,143
1070,2010,08,Serbia,Milan Stanković,Ovo je Balkan (Oво je Балкан),Serbian,13,72
1071,2010,09,Belarus,3+2 feat. Robert Wells,Butterflies,English,24,18
1072,2010,10,Ireland,Niamh Kavanagh,It's for You,English,23,25
1073,2010,11,Greece,Giorgos Alkaios and Friends,Opa (Ώπα),Greek,8,140
1074,2010,12,United Kingdom,Josh Dubovie,That Sounds Good to Me,English,25,10
1075,2010,13,Georgia,Sofia Nizharadze,Shine,English,9,136
1076,2010,14,Turkey,Manga,We Could Be the Same,English,2,170
1077,2010,15,Albania,Juliana Pasha,It's All About You,English,16,62
1078,2010,16,Iceland,Hera Björk,Je ne sais quoi,English,19,41
1079,2010,17,Ukraine,Alyosha,Sweet People,English,10,108
1080,2010,18,France,Jessy Matador,Allez Ola Olé,French,12,82
1081,2010,19,Romania,Paula Seling and Ovi,Playing with Fire,English,3,162
1082,2010,20,Russia,Peter Nalitch and Friends,Lost and Forgotten,English,11,90
1083,2010,21,Armenia,Eva Rivas,Apricot Stone,English,7,141
1084,2010,22,Germany,Lena,Satellite,English,1,246
1085,2010,23,Portugal,Filipa Azevedo,Há dias assim,Portuguese,18,43
1086,2010,24,Israel,Harel Skaat,Milim (מילים),Hebrew,14,71
1087,2010,25,Denmark,Chanée and N'evergreen,In a Moment like This,English,4,149
